COLLECTABLES,,,,,,,,,,,,,,,,,
EntityID,Rarity,UnlockRules,LockRules,OnlyInStationsIDs,IsAlwaysPresentInStations,ExcludeFromRolls,IsAlwaysPresentInStations,isGenericPY(orStarter),Note,Sblocchi visualizzato in,Can Be Sold,,Name,Description,Price,ModuleType,Quality
MOD63-EWasEngine,Uncommon,EV_IC_INT-StationRec-Dump,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Casbhangar,TRUE,TRUE,Haze Piston,"I was never born.
Then I was born dead.
Who did this to me?
Now I can get back on the move.",400,MainEngine,430
MOD64-BladeEngine,Mythic,EV_QE_SY01Q26,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Prism - Lapis Drive,Silent like the Mhafek homeworld.,1000,MainEngine,680
MOD65-BladeLaser,Epic,EV_QE_SY01Q31,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Prism - Clear Laser,Iridescent like a Mhafek’s thoughts.,800,Laser,614
MOD66-BladeGatling,Mythic,,,,,TRUE,,FALSE,,,TRUE,FALSE,Not Found,,1100,Gatling,712
MOD67-BladeRocketLauncher,Legendary,EV_QE_QMIN04,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Prism - Opaline Launcher,Brutal like the Mhafek’s memories.,2100,Rocket,945
MOD68-HeliconEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Helicon - DB Thruster I,"Project One Record
Mind-sonic matter experiments ongoing with an unaffiliated prisoner. The subject killed two of my colleagues. Noted anomalous traits, suggestive of multiple personalities.",0,MainEngine,0
MOD69-HeliconGatling,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Helicon Weaponry ++,"Development Ones Record
The subject responded appropriately. Sonic matter preserves fundamental mind data.  The subject's anomalous screams are aiding in the calibration of their brain waves.",100,Gatling,222
MOD70-HeliconEngine_Premium,Epic,EV_QE_SY04Q09,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Helicon Thruster II,"Project One Record
Mind-sonic matter experiments ongoing with an unaffiliated prisoner. The subject killed two of my colleagues. Noted anomalous traits, suggestive of multiple personalities.",800,MainEngine,620
MOD71-HeliconGatling_Premium,Legendary,EV_QE_SY04Q08,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Helicon Weaponry +,"Project One Record
The subject's mind has vanished; we don't know how. Fortunately, we have other Raider Ones, and the Imperial Family was pleas...",1500,Gatling,816
MOD72-GatlingGold_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Serkor,"A smuggler once offered the Gold Guild leader pieces of ancient Neterunian tech. Inspired by the whispers he heard, he built the Sekor weapon.",100,Gatling,222
MOD73-GatlingIron_S,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Wastemaker,"The last Hole Wars saw countless Gold Raider deaths, made possible largely by this trusted Iron Guild gatling.",100,Gatling,222
MOD74-RadiantLaser_L,Uncommon,EV_QE_SY01Q14,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Kubeam,"When the Gold Guild leader first used the Kubeam, his brainwaves were said to be infused with golden particles, at least according to Cagetastic, its creator.",400,Laser,437
MOD75-DragonThrust_M,Rare,EV_QE_SY01Q13,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Iron Sage,"An engine built during one of the Iron Guild’s dominant eras, beginning when the Great Apostate destroyed several primitive Gold Harvest Pyramids.",700,MainEngine,570
MOD76-BlastLaser_S,Epic,EV_IC_INT-StationRec-Marianan,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Marianan,TRUE,TRUE,Collimator Fe-1,"Originally an industrial tool for raider bodies production, this laser was soon repurposed into a devastating weapon. Just like everything else the raiders touch.",900,Laser,643
MOD77-LaserSpike_S,Epic,EV_IC_INT-MugaiHub_SY01Q00,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-MugaiBabe,TRUE,TRUE,K&B Beamplier,"""Lasers don't blow targets to pieces,"" Behl said, before Kin seduced Abby away from Abby's Shields. Now there's the K&B Beamplier, and it blows targets to pieces.",900,Laser,630
PY_P2-DP1_IronPylon_M,Salvage,EV_QE_SY01Q13,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Iron Arm Green to Double Red,[C],0,Structural,10
PY-P2_DP1_GoldPylon_M,Salvage,EV_QE_SY01Q14,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,Blueprint,TRUE,TRUE,Gold Arm Green to Double Red,[C],0,Structural,10
MOD78-RageGun_S,Rare,EV_IC_INT-StationRec-Prometheus,,,"SS-BirthyRock,SS-Caemeterium,SS-Casbhangar,SS-MugaiBabe,SS-Marianan,SS-Opaleum,SS-Sapphirum,SS-Crystal,SS-Emerald,SS-GoldLastStand,SS-IronLastStand,SS-AsteroidDump,SS-Galilean,SS-CageStation,SS-MiningStation,SS-MutoidHut,SS-Morya,SS-IronOre,SS-FineryForge,SS-Smaug,SS-Theia,SS-Heusos,SS-IronMoon,SS-IronMeteor,SS-Kong,SS-IronStationBase,SS-Sesamus,SS-Mandir,SS-Klondike,SS-GoldStationBase,SS-Macbeth,SS-MiddleTemple,SS-Equilibrium",TRUE,,TRUE,,SS-Caemeterium,TRUE,TRUE,Raidgun 230A,"It took Isaac Greyling exactly 229 tests to upgrade his RaidGun. Half that number might have been enough, but why pass up Imperial funding?",700,Gatling,571
MOD00-EagleShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Flexxor Z10,Removing the seat belts from the old Z9 gave it a new lease on life.,200,MainEngine,260
MOD00-FlyShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Warp Focalizer,Neural data from Imperials driven mad in connecting suites was used to forge this module's mind-engine interface.,100,MainEngine,240
MOD00-HeliconShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,HS Thruster,"Project One Record
..ed. We've bottled minds as messages, cast into a sea of stars. May that sea welcome my memories.",100,MainEngine,230
MOD00-BladeShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,Flare Drive,Everything shimmered inside a Mhafek’s body. Just like this engine.,200,MainEngine,290
MOD00-IronScaleShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,IG9,"A miniature Irongine, crafted as a memento for the raider who became the Iron leader.",100,MainEngine,220
MOD00-GoldWingsShipEngine,Salvage,,,,,TRUE,,FALSE,,,TRUE,FALSE,CW-6S1,"May your mind flow as freely as gold, or so says a teaching of the golden god.",100,MainEngine,220
