QuestChainID,QuestID,Checkpoint,BlockSaveGame,IsStationRoomCheckpoint,OnActivate,OnComplete,WaitEventBeforePanel,ActorCenterEventId,FailDistance,Task0,Task0Text,Task0POI,Task1,Task1Text,Task1POI,Task2,Task2Text,Task2POI,Task3,Task3Text,Task3POI,Task4,Task4Text,Task4POI,FailEvent,Timer (seconds),OnEndTimerEvent,RollbackLocationId,DescriptionOverride
SY01Q13,SY01Q13_A,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_04-SY01Q13_A,,Wave_SY01Q13_A,30000,EV_WO_Wave_SY01Q13_A,Scalp the enemy raiders,[SYS_1 TS_SUB-AsteroidWay TS_Wave_SY01Q13_A],,//,,,//,,,//,,,//,,"EV_QE_SY01Q14
EV_QE_SY02Q03",,,,NONE
SY01Q13,SY01Q13_B0,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q13_B,,,,,EV_RP_Wave_SY01Q13_B,Find the second group of Iron enemies,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q13_B],,,,,,,,,,,,,,,,,NONE
SY01Q13,SY01Q13_B,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_05-SY01Q13_B,,Wave_SY01Q13_B,30000,EV_WO_Wave_SY01Q13_B,Scalp the enemy raiders,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q13_B],,//,,,//,,,//,,,//,,"EV_QE_SY01Q14
EV_QE_SY02Q03",,,,NONE
SY01Q13,SY01Q13_C0,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q13_C,,,,,EV_RP_Wave_SY01Q13_C,Find the last group of Iron enemies,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q13_C],,,,,,,,,,,,,,,,,NONE
SY01Q13,SY01Q13_C,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_05-SY01Q13_C,,Wave_SY01Q13_C,30000,EV_WO_Wave_SY01Q13_C,Scalp the enemy raiders,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q13_C],,//,,,//,,,,,,,,"EV_QE_SY01Q14
EV_QE_SY02Q03",,,,NONE
SY01Q13,SY01Q13_D,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_IC_INT-HaruSpeak_SY01Q13,Bring scalps to Haru,[SYS_1 TS_SUB-AsteroidWay TS_EN-Haru],,//,,,//,,,//,,,//,,"EV_QE_SY01Q14
EV_QE_SY02Q03",,,,NONE
SY01Q14,SY01Q14_A0,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q14_A,,,,,EV_RP_INT-GoldSphere_A,Reach the location given by Koyash,[SYS_1 TS_SUB-Outpost TS_INT-GoldSphere_A],,,,,,,,,,,,,,,,,NONE
SY01Q14,SY01Q14_A01,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,INT-GoldSphere_A,30000,EV_WO_Wave_SY01Q14_A01,Kill the Iron Raiders guarding the gold sphere,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q14_A01],,,,,,,,,,,,,,,,,NONE
SY01Q14,SY01Q14_A,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_05-SY01Q14_A,,,30000,EV_IC_INT-GoldSphere_A,Recover the first gold sphere,[SYS_1 TS_SUB-Outpost TS_INT-GoldSphere_A],,//,,,//,,,,,,,,"EV_QE_SY01Q13
EV_QE_SY02Q01",,,,NONE
SY01Q14,SY01Q14_A1,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q14_A1,,,,,EV_RP_Wave_SY01Q14_A1,Reach the Iron Raider unit,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q14_A1],,,,,,,,,,,,,,,,,NONE
SY01Q14,SY01Q14_A2,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Zaniboni","ULD_05-SY01Q14_A1
MSOE_Fight_Zaniboni
MMAUTO_STOP",,,30000,EV_WO_Wave_SY01Q14_A1,Kill Iron Raiders,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q14_A1],,,,,,,,,,,,,,,,,NONE
SY01Q14,SY01Q14_B,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_05-SY01Q14_B,ULD_05-SY01Q14_B,,,,EV_IC_INT-GoldSphere_B,Recover the second gold sphere,[SYS_1 TS_SUB-Outpost TS_INT-GoldSphere_B],,//,,,//,,,,,,,,"EV_QE_SY01Q13
EV_QE_SY02Q01",,,,NONE
SY01Q14,SY01Q14_C,CHECKPOINT_ALWAYS,FALSE,FALSE, , ,,,,EV_IC_INT-KoyashSpeak_SY01Q14,Bring the two spheres to Koyash,[SYS_1 TS_SUB-Outpost TS_EN-Erast],,//,,,//,,,,,,,,"EV_QE_SY01Q13
EV_QE_SY02Q01",,,,NONE
SY01Q15,SY01Q15_A,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q15_A,CS_CUT_SY01Q15_A,,,,EV_RP_EN-Kathlee,Reach Kathlee,[SYS_1 TS_SUB-Outpost TS_EN-Kathlee],,//,,,//,,,,,,,,,,,,NONE
SY01Q15,SY01Q15_B,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_TensionBeat_SOFT",,,EN-Kathlee,15000,EV_EF_EN-Kathlee,Follow Kathlee,[SYS_1 TS_SUB-Outpost TS_EN-Kathlee],,//,,,//,,,,,,,,,,,,NONE
SY01Q15,SY01Q15_C,NO_CHECKPOINT,TRUE,FALSE,"LD_05-SY01Q15_D
CS_CUT_SY01Q15_C
MSAE_Fight_Carnemolla",ULD_05-SY01Q15_A,,,,EV_CC_CUT_SY01Q15_C,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q15,SY01Q15_D,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_2,"ULD_05-SY01Q15_D
",,ENEG-SY01Q15_D,38000,EV_EGE_ENEG-SY01Q15_D,Kill the creatures,[SYS_1 TS_SUB-Outpost TS_ENEG-SY01Q15_D],,//,,,//,,,,,,,,,,,,"You discover Outpost has been attacked by morays, crippling its systems. Eliminate them and restore communications."
SY01Q15,SY01Q15_E,CHECKPOINT_ALWAYS,FALSE,FALSE,MSAE_Tension-Soft,"MSOE_Tension-Soft
MMAUTO_STOP
LD_SY01Q15-POST2",,INT-ScannerSY01Q15,30000,EV_IC_INT-ScannerSY01Q15,Use Kathlee's code,[SYS_1 TS_SUB-Outpost TS_INT-ScannerSY01Q15],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_A,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY01Q16_A,ULD_02-SY01Q16_A,,,,EV_EXG_SG-Galeras,Go to Marianan area,[SYS_1 TS_SUB-Marianan],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q16,SY01Q16_A1,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_INT-AntiGhost_Marianan,Activate the Repulsion System,[SYS_1 TS_SUB-Marianan TS_INT-AntiGhost_Marianan],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_A2,CHECKPOINT_ALWAYS,TRUE,FALSE,CS_CUT_SY01Q16_A2,,,,,EV_CC_CUT_SY01Q16_A2,[H] - wait for cutscene,,,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_A3,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q16_A3,,,,,EV_RP_Wave_SY01Q16_A4,Track Ionic,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q16_A4],,,,,,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_A4,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","ULD_02-SY01Q16_A3
MSOE_Fight_Carnemolla
MMAUTO_STOP",,Wave_SY01Q16_A4,60000,EV_WO_Wave_SY01Q16_A4,Kill the morays,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q16_A4],,,,,,,,,,,,,,,,,"Marianan lacks a containment cage, leaving it infested with Alter Masks. Retrieve ionic carbon from a moray nest to use as protection against the Masks."
SY01Q16,SY01Q16_B,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY01Q16_B,,,,,CARGO_COL-IC_Raw,Collect Ionic Coal,[SYS_1 TS_SUB-Marianan TS_Zone_SY1_SS2_IonicField],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q16,SY01Q16_C0,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY01Q16_C0,"ULD_02-SY01Q16_B
ULD_02-SY01Q16_C0",,,,"EV_RP_Zone_SY1_SS2_RehunArea, EV_RP_INT-DamagedRehun_SY01Q16",Reach the search area,[SYS_1 TS_SUB-Marianan TS_Zone_SY1_SS2_RehunArea],,//,,,//,,,//,,,//,,,,,Safe-Rehun-1,"No one knows how to defeat Ban Krylam. You must first find a clue, a biological remnant that allows you to study it."
SY01Q16,SY01Q16_C,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_IC_INT-DamagedRehun_SY01Q16,Use the scanner to find a clue on Ban Krylam,"[SYS_1 TS_SUB-Marianan TS_Zone_SY1_SS2_RehunArea]
[SYS_1 TS_SUB-Marianan TS_INT-DamagedRehun_SY01Q16]",,//,,,//,,,,,,,,,,,Safe-Rehun-1,NONE
SY01Q16,SY01Q16_C1,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q16_C1,,,,,EV_RP_Wave_SY01Q16_C2,Follow the bio-trace to another Rehun,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q16_C2],,,,,,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_C2,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","MSOE_Fight_Carnemolla
MMAUTO_STOP",,Wave_SY01Q16_C2,60000,EV_WO_Wave_SY01Q16_C2,Kill the bounty hunters,[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q16_C2],,,,,,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_C3,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_02-SY01Q16_C1,,,,EV_IC_INT-MemoryFragment_Jammer01,Examine the neural fragment,[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Jammer01],,,,,,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_D,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_INT-Rehun,Return to the Rehun echo,[SYS_1 TS_SUB-Marianan TS_TM-RehunShield_SY01Q16],,//,,,//,,,//,,,//,,,,,Safe-Rehun-2,NONE
SY01Q16,SY01Q16_E,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_ZERODMG_TM-RehunShield_SY01Q16,Break the protection of the Rehun,[SYS_1 TS_SUB-Marianan TS_TM-RehunShield_SY01Q16],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q16,SY01Q16_F0,CHECKPOINT_SAFE,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q16_F0,Consult Homerus,,,//,,,//,,,,,,,,,,,Safe-Rehun-2,NONE
SY01Q16,SY01Q16_F,CHECKPOINT_ALWAYS,FALSE,TRUE,,,,,,EV_RE_SS-Marianan,Land in Marianan Station,[SYS_1 TS_SUB-Marianan TS_SS-Marianan],,//,,,//,,,//,,,//,,,,,,"Ban Krylam's biological product, the Rehun, is protected by a shield impervious to your weapons. Homerus claims that the smugglers might have a solution: an imperial-forbidden sonic matter weapon. To get in touch with one of them, you'll need to use Marianan Station's encrypted channel."
SY01Q16,SY01Q16_F1,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q16_F1,Link Razan,,,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_F2,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY01Q16_D,,,,,EV_RP_Zone_QuestTriggerSY01Q16F2,Follow Razan’s coordinates,[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q16F2],,,,,,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G0,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_02-SY01Q16_D,,,,EV_IC_INT-MemoryFragment_Razan00,Use the scanner to locate and examine the Peak Neural Fragment,"[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Razan00]
[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q16F2]",,//,,,//,,,//,,,//,,,,,,"Razan, an arms smuggler, can procure the sonic matter weapon you require. You must locate and retrieve two neural fragments she lost. If bounty hunters recover them, her location and operations will be compromised."
SY01Q16,SY01Q16_G,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q16_G,,,,,EV_RP_Zone_SY1_SS2_DreamFragment,Follow the trail to the second fragment,[SYS_1 TS_SUB-Marianan TS_Zone_SY1_SS2_DreamFragment],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G1,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_02-SY01Q16_G,,Zone_SY1_SS2_DreamFragment,46000,EV_IC_INT-MemoryFragment_Razan01,Retrieve and examine the Dream Neural Fragment,"[SYS_1 TS_SUB-Marianan TS_Wave_SY01Q16_G]
[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Razan01]",,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G2,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_EXG_SG-ForbiddenWay,Return to Mugai Station area,[SYS_1 TS_SUB-MugaiMabe],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G3,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_EXG_SG-Sakurajima,Bring the fragments to Razan in the Guild Stands area,[SYS_1 TS_SUB-AsteroidWay],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G4,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_04-SY01Q16_G4,,,,,EV_RP_EN-Haru,Ask Haru about Razan,[SYS_1 TS_SUB-AsteroidWay TS_EN-Haru],EV_RP_EN-Erast,Ask Koyash Dey about Razan,[SYS_1 TS_SUB-AsteroidWay TS_EN-Erast],EV_RP_EN-Lay,Ask Lay Off about Razan,[SYS_1 TS_SUB-AsteroidWay TS_EN-Lay],,,,,,,,,,,"While tracking Razan, her signal vanishes. Her fragments lead you to three raiders who may know where she is. Find her."
SY01Q16,SY01Q16_G5,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q16_E,ULD_04-SY01Q16_G4,,,,"EV_RP_Zone_SY01Q16_MurenaNest, EV_RP_EN-Razan",Reach the location identified by Homerus from the data obtained,[SYS_1 TS_SUB-AsteroidWay TS_Zone_SY01Q16_MurenaNest],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_G6,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","MSOE_Fight_Carnemolla
MMAUTO_STOP",,ENEG-SY01Q16_G6,50000,EV_EGE_ENEG-SY01Q16_G6,Kill the morays,[SYS_1 TS_SUB-AsteroidWay TS_ENEG-SY01Q16_G6],EV_DE_TM-MoraySecretion_SY01Q16(3),Destroy the moray secretion and save Razan,[SYS_1 TS_SUB-AsteroidWay TS_TM-MoraySecretion_SY01Q16],,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_H1,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q16_H1,Link Razan,,,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_H2,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q16_H2,,,,,"EV_RP_Zone_SY1_SS4_HuntersSY01Q16, EV_RP_ENEG-SY01Q16_H2",Reach the bounty hunters' location,[SYS_1 TS_SUB-AsteroidWay TS_Zone_SY1_SS4_HuntersSY01Q16],,//,,,//,,,,,,,,,,,,"Morays weren’t the only danger. Bounty hunters are after Razan. She is grateful for your aid, but the fight continues."
SY01Q16,SY01Q16_H3,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","ULD_04-SY01Q16_H2
MSOE_Fight_Carnemolla
MMAUTO_STOP",,Zone_SY1_SS4_HuntersSY01Q16,40000,EV_EGE_ENEG-SY01Q16_H2,Kill the bounty hunters on Razan's trail,[SYS_1 TS_SUB-AsteroidWay TS_ENEG-SY01Q16_H2],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_H4,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q16_H4,,,,,"EV_RP_Wave_SY01Q16_H4, EV_RP_Zone_Sy1_SS5_Q16KaledoBounty",Arrive at Kaledo Station,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q16_H4],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_H5,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","MSOE_Fight_Carnemolla
MMAUTO_STOP",,Wave_SY01Q16_H4,40000,EV_WO_Wave_SY01Q16_H4,Eliminate the bounty hunters on Razan's trail,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q16_H4],,//,,,//,,,,,,,,,,,,NONE
SY01Q16,SY01Q16_H6,CHECKPOINT_ALWAYS,TRUE,FALSE,,ULD_05-SY01Q16_H4,,,,EV_IC_INT-MemoryFragment_Jammer02,Gather more data from J’s memories,[SYS_1 TS_SUB-Outpost TS_INT-MemoryFragment_Jammer02],,,,,,,,,,,,,,,,,"Hidden among the bounty hunters tracking Razan was J, a hunter who is actually after you. Examine the neural fragment to find out why he's hunting you."
SY01Q16,SY01Q16_I,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY01Q16_I,"ULD_02-SY01Q16_I
ULD_04-SY01Q16_E",,,,EV_IC_INT-StationCircuits_SY01Q16,Repair the Kaledo Station hub power unit,[SYS_1 TS_SUB-Outpost TS_INT-StationCircuits_SY01Q16],,//,,,//,,,,,,,,,,,,Repair the power unit of Kaledo Station to reactivate it and retrieve the sonic matter weapon promised by Razan.
SY01Q16,SY01Q16_L0,CHECKPOINT_ALWAYS,FALSE,TRUE,,,,,,EV_BU_MOD50b-SonicMatterShooter_XS,Take a SHO-Gun in Kaledo Station,[SYS_1 TS_SUB-Outpost TS_SS-Galilean],,,,,,,,,,,,,,,,,
SY01Q16,SY01Q16_L,CHECKPOINT_ALWAYS,FALSE,TRUE,,,,,,EV_MM_MOD50b-SonicMatterShooter_XS,Mount the SHO-Gun,[SYS_1 TS_SUB-Outpost TS_SS-Galilean],,//,,,//,,,,,,,,,,,,NONE
SY01Q17,SY01Q17_A,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q17_A,,,,,EV_IC_INT-SunLoriSpeak_SY01Q17,Contact Sun Lori,[SYS_1 TS_SUB-Marianan TS_EN-Lori],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q17,SY01Q17_A1,CHECKPOINT_ALWAYS,TRUE,FALSE,,,,,,EV_DC_TST_SY01Q17_A1,Link Sun Lori,,,//,,,//,,,,,,,,,,,,NONE
SY01Q17,SY01Q17_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY01Q17_B,ULD_02-SY01Q17_B,,,,EV_IC_INT-MemoryFragment_Blaise,Locate and recover a clue about Blaise,"[SYS_1 TS_SUB-Marianan TS_Zone_Sy1_SS2_Q17BlaiseMemory]
[SYS_1 TS_SUB-Marianan TS_INT-MemoryFragment_Blaise]",,//,,,//,,,//,,,//,,,,,,"You meet Sun Lori, who seeks Blaise Adcott. She offers a reward if you find him. Homerus reveals Blaise was one of the Raider Ones, the first raiders in Neterun."
SY01Q17,SY01Q17_C,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q17_C,,,,,EV_RP_MN-Blaise,Follow Blaise's last memory,[SYS_1 TS_SUB-Marianan TS_MN-Blaise],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q17,SY01Q17_D,NO_CHECKPOINT,FALSE,FALSE,,ULD_02-SY01Q17_C,,,,EV_IC_INT-BlaiseJunk,Take a piece of Blaise's destroyed ship,[SYS_1 TS_SUB-Marianan TS_INT-BlaiseJunk],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q17,SY01Q17_E,CHECKPOINT_ALWAYS,TRUE,FALSE,"LD_02-SY01Q17_D
MMAUTO_START
MSAE_LimboFight-NoLevel","ULD_02-SY01Q17_D
MSOE_LimboFight-NoLevel
MMAUTO_STOP",,Wave_SY01Q17_E,30000,EV_WO_Wave_SY01Q17_E,Kill Ubique,[SYS_1 TS_SUB-Marianan TS_EN-Ubique],,//,,,//,,,//,,,//,,,,,,"You find Blaise destroyed, apparently killed by a raider identified as Ubique."
SY01Q17,SY01Q17_F,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_RP_EN-Lori,Bring the piece to Sun Lori,[SYS_1 TS_SUB-Marianan TS_EN-Lori],,//,,,//,,,//,,,//,,,,,,NONE
SY01Q18,SY01Q18_A,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY01Q18_A,ULD_03-SY01Q18_A,,,,EV_DE_TM_Interferometer_SY01Q18-01,Use the scanner to locateand the Batiki Interferometer in Mugai Area and destroy it,[SYS_1 TS_SUB-MugaiMabe TS_TM_Interferometer_SY01Q18-01],EV_DE_TM_Interferometer_SY01Q18-02,Use the scanner to locate the Batiki Interferometer in Precious Four Area and destroy it,[SYS_1 TS_SUB-TheCore TS_TM_Interferometer_SY01Q18-02],EV_DE_TM_Interferometer_SY01Q18-03,Use the scanner to locate the Batiki Interferometer in Guild Stands Area and destroy it,[SYS_1 TS_SUB-AsteroidWay TS_TM_Interferometer_SY01Q18-03],EV_DE_TM_Interferometer_SY01Q18-04,Use the scanner to locate the Batiki Interferometer in Oupost Area and destroy it,[SYS_1 TS_SUB-Outpost TS_TM_Interferometer_SY01Q18-04],,//,,,,,,NONE
SY01Q19,SY01Q19_A1,NO_CHECKPOINT,FALSE,FALSE,LD_05-SY01Q19_A1,,,,,EV_RP_Wave_SY01Q19_A2,Reach the Zanion pack,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q19_A2],,,,,,,,,,,,,,,,,NONE
SY01Q19,SY01Q19_A2,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","ULD_05-SY01Q19_A1
MSOE_Fight_Carnemolla
MMAUTO_STOP",,Wave_SY01Q19_A2,50000,EV_WO_Wave_SY01Q19_A2,Replenish your sonic matter,[SYS_1 TS_SUB-Outpost TS_Wave_SY01Q19_A2],,,,,,,,,,,,,,,,,Recharge the sonic matter weapon by drawing energy from a nearby pack of Zanions.
,SY01Q19_A3,,FALSE,FALSE,,,,,,EV_DC_TST_SY01Q19_A3,Consult Homerus,,,,,,,,,,,,,,,,,,NONE
SY01Q19,SY01Q19_A4,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_05-SY01Q19_A4,ULD_05-SY01Q19_A4,,,,EV_DMG_TM-NeserefInducer_SY01Q19,Shoot sonic matter at the Neseref Inducer,[SYS_1 TS_SUB-Outpost TS_TM-NeserefInducer_SY01Q19],,,,,,,,,,,,,,,,,"Sonic matter can be used to reanimate Neterunian technology. Homerus directs you to a nearby Neseref, a Neterunian portal, that must be reactivated."
SY01Q19,SY01Q19_A5,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_EXG_SG-MariOut,Use the Neseref to reach Marianan,[SYS_1 TS_SUB-Outpost TS_SG-OutMari],,,,,,,,,,,,,,,,,NONE
SY01Q19,SY01Q19_A,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY01Q19_A,ULD_02-SY01Q19_A,,,,EV_DE_TM-RehunShield_SY01Q16,Break the protection of the Rehun,[SYS_1 TS_SUB-Marianan TS_INT-Rehun TS_TM-RehunShield_SY01Q16],,//,,,//,,,//,,,,,,,,,Use the sonic matter weapon to breach the Rehun's shield and analyze it
SY01Q19,SY01Q19_B,NO_CHECKPOINT,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_0",,,INT-Rehun,30000,EV_IC_INT-Rehun,Examine the Rehun,[SYS_1 TS_SUB-Marianan TS_INT-Rehun TS_TM-RehunShield_SY01Q16],,//,,,//,,,//,,,,,,,,,NONE
SY01Q19,SY01Q19_C,CHECKPOINT_ALWAYS,TRUE,FALSE,MPAR_Intensity_2,"MSOE_Fight_Carnemolla
MMAUTO_STOP",,INT-Rehun,45000,EV_CQ_RehunEvent_SY01Q19,Protect yourself from the onslaught of creatures drawn to the Rehun,[SYS_1 TS_SUB-Marianan TS_INT-Rehun TS_TM-RehunShield_SY01Q16],,//,,,//,,,//,,,,,,,,,NONE
SY01Q20,SY01Q20_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_EG_GA-Nomoirum,Go to the Neterunian Tree,[SYS_1 TS_SUB-Outpost TS_GA-Nomoirum],,//,,,//,,,//,,,,,,,,,NONE
SY01Q21,SY01Q21_A0,CHECKPOINT_ALWAYS,FALSE,FALSE,,,,,,EV_IC_INT-CargoMemory_SY01Q21,Examine Old Joe’s Wreck,[SYS_1 TS_SUB-AsteroidWay TS_INT-CargoMemory_SY01Q21],,//,,,//,,,//,,,,,,,,,NONE
SY01Q21,SY01Q21_A,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY01Q21_A,,,,,EV_RP_POI-SY01Q21,Use the scanner to locate anomalous E-Was in the Support Dump Area,"[SYS_1 TS_SUB-AsteroidWay TS_Zone_SY01Q21_Dump]
[SYS_1 TS_SUB-AsteroidWay TS_POI-SY01Q21]",,//,,,//,,,//,,,,,,,,,NONE
SY01Q21,SY01Q21_B,CHECKPOINT_ALWAYS,TRUE,FALSE,"MMAUTO_START
MSAE_Fight_Carnemolla
MPAR_Intensity_1","ULD_04-SY01Q21_A
MSOE_Fight_Carnemolla
MMAUTO_STOP",,Wave_SY01Q21_B,30000,EV_WO_Wave_SY01Q21_B,Kill all E-Was,[SYS_1 TS_SUB-AsteroidWay TS_Wave_SY01Q21_B],,//,,,//,,,//,,,,,,,,,NONE
SY01Q22,SY01Q22_A0,CHECKPOINT_ALWAYS,FALSE,FALSE,ULD_02-Whale,,,,,EV_EXG_SG-MariOut,Reach Marianan,[SYS_1 TS_SUB-Marianan],,,,,,,,,,,,,,,,,NONE
SY01Q22,SY01Q22_A1,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY01Q22_A,,,,,EV_RP_Zone_QuestTriggerSY01Q22A1,Follow the Ban Krylam's path,[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q22A1],,,,,,,,,,,,,,,,,NONE
SY01Q22,SY01Q22_A2,CHECKPOINT_ALWAYS,FALSE,FALSE,LD_02-SY01Q22_A2,,,,,EV_RP_TM-NeterunianBattery_SY01Q22,Scan the nearby area for a Ban Krylam-effective weapon,"[SYS_1 TS_SUB-Marianan TS_TM-NeterunianBattery_SY01Q22]
[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q22A1]",,,,,,,,,,,,,,,,,You are on the trail of Ban Krylam. Use the scanner to locate and use a launch point in the area to fire the energy toxin at the Colossus and drop its defenses.
SY01Q22,SY01Q22_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_DMG_TM-NeterunianBattery_SY01Q22,Use the Heka,[SYS_1 TS_SUB-Marianan TS_TM-NeterunianBattery_SY01Q22],,//,,,//,,,//,,,,,,,,,NONE
SY01Q22,SY01Q22_B0,NO_CHECKPOINT,TRUE,FALSE,,ULD_02-SY01Q22_A2,,,,EV_DC_TST_SY01Q22_B0,Consult Homerus,,,,,,,,,,,,,,,,,,
