(ID),Label,BriefDescription,EntityType,BasePrice,BaseRarity,Icon,LabelKey,DescriptionKey,ProducerIcon,ModuleType,Quality,,,,,,,,ModuleType BAKCUP 26.03.26
MOD61-AlienGatling_M,RRX-2,"Tolec gave RRX prototypes to Imperial colonists for testing. They enhanced them with Orichalcum, wiping out insurgents and prompting immediate production of the improved model.",Module,100,Salvage,T_MOD_Gun_00,MOD61-AlienGatling_M-Name,MOD61-AlienGatling_M-Description,Tolec,Gatling,222,,,,,,,,Gatling
MOD62-AlienEngine_S,Aheadisk,The Tomorrow’s Wars let the Empire steal Pterost tech and sell it to the highest bidder. Entity used the parts to craft this engine.,Module,0,Salvage,T_MOD_Engine_S,MOD62-AlienEngine_S-Name,MOD62-AlienEngine_S-Description,IGF,MainEngine,0,,,,,,,,MainEngine
MOD63-EWasEngine,Haze Piston,"I was never born.
Then I was born dead.
Who did this to me?
Now I can get back on the move.",Module,400,Uncommon,T_Item_Power_A,MOD63-EWasEngine-Name,MOD63-EWasEngine-Description,IGF,MainEngine,430,,,,,,,,MainEngine
MOD64-BladeEngine,Prism - Lapis Drive,Silent like the Mhafek homeworld.,Module,1000,Mythic,T_BladeEngine,MOD64-BladeEngine-Name,MOD64-BladeEngine-Description,IGF,MainEngine,680,,,,,,,,MainEngine
MOD65-BladeLaser,Prism - Clear Laser,Iridescent like a Mhafek’s thoughts.,Module,800,Epic,T_BladeLaser,MOD65-BladeLaser-Name,MOD65-BladeLaser-Description,IGF,Laser,614,,,,,,,,Laser
MOD66-BladeGatling,Not Found,#N/A,Module,1100,Mythic,T_Item_Power_A,MOD66-BladeGatling-Name,MOD66-BladeGatling-Description,IGF,Gatling,712,,,,,,,,Gatling
MOD67-BladeRocketLauncher,Prism - Opaline Launcher,Brutal like the Mhafek’s memories.,Module,2100,Legendary,T_BladeRocket,MOD67-BladeRocketLauncher-Name,MOD67-BladeRocketLauncher-Description,IGF,Rocket,945,,,,,,,,Rocket
MOD68-HeliconEngine,Helicon - DB Thruster I,"Project One Record
Mind-sonic matter experiments ongoing with an unaffiliated prisoner. The subject killed two of my colleagues. Noted anomalous traits, suggestive of multiple personalities.",Module,0,Salvage,,MOD68-HeliconEngine-Name,MOD68-HeliconEngine-Description,IGF,MainEngine,0,,,,,,,,MainEngine
MOD69-HeliconGatling,Helicon Weaponry ++,"Development Ones Record
The subject responded appropriately. Sonic matter preserves fundamental mind data.  The subject's anomalous screams are aiding in the calibration of their brain waves.",Module,100,Salvage,,MOD69-HeliconGatling-Name,MOD69-HeliconGatling-Description,IGF,Gatling,222,,,,,,,,Gatling
MOD70-HeliconEngine_Premium,Helicon Thruster II,"Project One Record
Mind-sonic matter experiments ongoing with an unaffiliated prisoner. The subject killed two of my colleagues. Noted anomalous traits, suggestive of multiple personalities.",Module,800,Epic,,MOD70-HeliconEngine_Premium-Name,MOD70-HeliconEngine_Premium-Description,IGF,MainEngine,620,,,,,,,,MainEngine
MOD71-HeliconGatling_Premium,Helicon Weaponry +,"Project One Record
The subject's mind has vanished; we don't know how. Fortunately, we have other Raider Ones, and the Imperial Family was pleas...",Module,1500,Legendary,,MOD71-HeliconGatling_Premium-Name,MOD71-HeliconGatling_Premium-Description,IGF,Gatling,816,,,,,,,,Gatling
MOD72-GatlingGold_S,Serkor,"A smuggler once offered the Gold Guild leader pieces of ancient Neterunian tech. Inspired by the whispers he heard, he built the Sekor weapon.",Module,100,Salvage,T_Item_Power_A,MOD72-GatlingGold_S-Name,MOD72-GatlingGold_S-Description,IGF,Gatling,222,,,,,,,,Gatling
MOD73-GatlingIron_S,Wastemaker,"The last Hole Wars saw countless Gold Raider deaths, made possible largely by this trusted Iron Guild gatling.",Module,100,Salvage,T_MOD73-GatlingIron_S,MOD73-GatlingIron_S-Name,MOD73-GatlingIron_S-Description,IGF,Gatling,222,,,,,,,,Gatling
MOD74-RadiantLaser_L,Kubeam,"When the Gold Guild leader first used the Kubeam, his brainwaves were said to be infused with golden particles, at least according to Cagetastic, its creator.",Module,400,Uncommon,T_MOD74-RadiantLaser_L,MOD74-RadiantLaser_L-Name,MOD74-RadiantLaser_L-Description,IGF,Laser,437,,,,,,,,Laser
MOD75-DragonThrust_M,Iron Sage,"An engine built during one of the Iron Guild’s dominant eras, beginning when the Great Apostate destroyed several primitive Gold Harvest Pyramids.",Module,700,Rare,T_MOD75-DragonThrust_M,MOD75-DragonThrust_M-Name,MOD75-DragonThrust_M-Description,IGF,MainEngine,570,,,,,,,,MainEngine
MOD76-BlastLaser_S,Collimator Fe-1,"Originally an industrial tool for raider bodies production, this laser was soon repurposed into a devastating weapon. Just like everything else the raiders touch.",Module,900,Epic,T_MOD76-BlastLaser_S,MOD76-BlastLaser_S-Name,MOD76-BlastLaser_S-Description,IGF,Laser,643,,,,,,,,Laser
MOD77-LaserSpike_S,K&B Beamplier,"""Lasers don't blow targets to pieces,"" Behl said, before Kin seduced Abby away from Abby's Shields. Now there's the K&B Beamplier, and it blows targets to pieces.",Module,900,Epic,T_MOD77-LaserSpike_S,MOD77-LaserSpike_S-Name,MOD77-LaserSpike_S-Description,KnB,Laser,630,,,,,,,,Laser
PY_P2-DP1_IronPylon_M,Iron Arm Green to Double Red,[C],Module,0,Salvage,T_PY_P2-DP1_IronPylon_M,PY_P2-DP1_IronPylon_M-Name,PY_P2-DP1_IronPylon_M-Description,IGF,Structural,10,,,,,,,,Structural
PY-P2_DP1_GoldPylon_M,Gold Arm Green to Double Red,[C],Module,0,Salvage,T_PY-P2_DP1_GoldPylon_M,PY-P2_DP1_GoldPylon_M-Name,PY-P2_DP1_GoldPylon_M-Description,IGF,Structural,10,,,,,,,,Structural
MOD78-RageGun_S,Raidgun 230A,"It took Isaac Greyling exactly 229 tests to upgrade his RaidGun. Half that number might have been enough, but why pass up Imperial funding?",Module,700,Rare,T_MOD73-GatlingIron_S,MOD78-RageGun_S-Name,MOD78-RageGun_S-Description,KnB,Gatling,571,,,,,,,,Gatling
MOD00-EagleShipEngine,Flexxor Z10,Removing the seat belts from the old Z9 gave it a new lease on life.,Module,200,Salvage,T_SB_Eagle,MOD00-EagleShipEngine-Name,MOD00-EagleShipEngine-Description,,MainEngine,260,,,,,,,,MainEngine
MOD00-FlyShipEngine,Warp Focalizer,Neural data from Imperials driven mad in connecting suites was used to forge this module's mind-engine interface.,Module,100,Salvage,T_SB_Fly,MOD00-FlyShipEngine-Name,MOD00-FlyShipEngine-Description,,MainEngine,240,,,,,,,,MainEngine
MOD00-HeliconShipEngine,HS Thruster,"Project One Record
..ed. We've bottled minds as messages, cast into a sea of stars. May that sea welcome my memories.",Module,100,Salvage,T_SB_Helicon,MOD00-HeliconShipEngine-Name,MOD00-HeliconShipEngine-Description,,MainEngine,230,,,,,,,,MainEngine
MOD00-BladeShipEngine,Flare Drive,Everything shimmered inside a Mhafek’s body. Just like this engine.,Module,200,Salvage,,MOD00-BladeShipEngine-Name,MOD00-BladeShipEngine-Description,,MainEngine,290,,,,,,,,MainEngine
MOD00-IronScaleShipEngine,IG9,"A miniature Irongine, crafted as a memento for the raider who became the Iron leader.",Module,100,Salvage,T_BODY14-IronScale,MOD00-IronScaleShipEngine-Name,MOD00-IronScaleShipEngine-Description,,MainEngine,220,,,,,,,,MainEngine
MOD00-GoldWingsShipEngine,CW-6S1,"May your mind flow as freely as gold, or so says a teaching of the golden god.",Module,100,Salvage,T_BODY15-GoldWings,MOD00-GoldWingsShipEngine-Name,MOD00-GoldWingsShipEngine-Description,,MainEngine,220,,,,,,,,MainEngine
BoosterGenerator_S,BoosterGenerator_S-Name,BoosterGenerator_S-Description,Item,0,Salvage,,BoosterGenerator_S-Name,BoosterGenerator_S-Description,,,#N/A,,,,,,,,
BoosterGenerator_XS,BoosterGenerator_XS-Name,BoosterGenerator_XS-Description,Item,0,Salvage,,BoosterGenerator_XS-Name,BoosterGenerator_XS-Description,,,#N/A,,,,,,,,
BoosterGenerator_M,BoosterGenerator_M-Name,BoosterGenerator_M-Description,Item,0,Salvage,,BoosterGenerator_M-Name,BoosterGenerator_M-Description,,,#N/A,,,,,,,,
BoosterGenerator_L,BoosterGenerator_L-Name,BoosterGenerator_L-Description,Item,0,Salvage,,BoosterGenerator_L-Name,BoosterGenerator_L-Description,,,#N/A,,,,,,,,
